repetition,apk,generating_script,num_flows,time,total_TP,detected_TP,total_FP,detected_FP,completed,option_under_investigation,true_positive,successful,time2,total time,completed3,category_precision,category_recall,category_fmeasure,run_precision,run_recall,run_fmeasure,aliasalgo,aplength,callbackanalyzer,codeelimination,cgalgo,dataflowsolver,implicit,maxcallbackspercomponent,maxcallbacksdepth,pathalgo,staticmode,taintwrapper,aliasflowins,analyzeframeworks,nocallbacks,noexceptions,nothischainreduction,onesourceatatime,onecomponentatatime,pathspecificresults,enablereflection,singlejoinpointabstraction
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,41,95025.55475,2,1,23,12,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,protect.budgetwatch_29.apk,config_FlowDroid_aplength7.xml,10,89098.65933,2,0,23,2,1,aplength,TRUE,TRUE,16048,2995964,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,7,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,34,92334.23154,2,1,23,11,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength10.xml,10,74421.02401,2,0,23,2,1,aplength,TRUE,TRUE,15852,2906433,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,10,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,21,88239.0706,2,1,23,10,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength10.xml,10,74421.02401,2,0,23,2,1,aplength,TRUE,TRUE,15852,2906433,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,10,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,41,95025.55475,2,1,23,12,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength10.xml,10,74421.02401,2,0,23,2,1,aplength,TRUE,TRUE,15852,2906433,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,10,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,34,92334.23154,2,1,23,11,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength2.xml,9,117081.7308,2,0,23,2,1,aplength,TRUE,TRUE,15768,2976261,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,2,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,21,88239.0706,2,1,23,10,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength2.xml,9,117081.7308,2,0,23,2,1,aplength,TRUE,TRUE,15768,2976261,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,2,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,41,95025.55475,2,1,23,12,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength2.xml,9,117081.7308,2,0,23,2,1,aplength,TRUE,TRUE,15768,2976261,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,2,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,34,92334.23154,2,1,23,11,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength20.xml,8,76979.70165,2,0,23,2,1,aplength,TRUE,TRUE,15589,2959831,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,20,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,21,88239.0706,2,1,23,10,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength20.xml,8,76979.70165,2,0,23,2,1,aplength,TRUE,TRUE,15589,2959831,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,20,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,41,95025.55475,2,1,23,12,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength20.xml,8,76979.70165,2,0,23,2,1,aplength,TRUE,TRUE,15589,2959831,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,20,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,34,92334.23154,2,1,23,11,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength3.xml,10,115124.1823,2,0,23,2,1,aplength,TRUE,TRUE,15435,2975892,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,3,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,21,88239.0706,2,1,23,10,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength3.xml,10,115124.1823,2,0,23,2,1,aplength,TRUE,TRUE,15435,2975892,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,3,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,41,95025.55475,2,1,23,12,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength3.xml,10,115124.1823,2,0,23,2,1,aplength,TRUE,TRUE,15435,2975892,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,3,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,34,92334.23154,2,1,23,11,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength4.xml,10,85776.37321,2,0,23,2,1,aplength,TRUE,TRUE,15450,2983679,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,4,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,21,88239.0706,2,1,23,10,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength4.xml,10,85776.37321,2,0,23,2,1,aplength,TRUE,TRUE,15450,2983679,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,4,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,41,95025.55475,2,1,23,12,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength4.xml,10,85776.37321,2,0,23,2,1,aplength,TRUE,TRUE,15450,2983679,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,4,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,34,92334.23154,2,1,23,11,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength5.xml,10,85722.15014,2,0,23,2,1,aplength,TRUE,TRUE,15674,2949821,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,21,88239.0706,2,1,23,10,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength5.xml,10,85722.15014,2,0,23,2,1,aplength,TRUE,TRUE,15674,2949821,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,41,95025.55475,2,1,23,12,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength5.xml,10,85722.15014,2,0,23,2,1,aplength,TRUE,TRUE,15674,2949821,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,34,92334.23154,2,1,23,11,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength7.xml,9,78083.64144,2,0,23,2,1,aplength,TRUE,TRUE,16048,2995964,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,7,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,21,88239.0706,2,1,23,10,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength7.xml,9,78083.64144,2,0,23,2,1,aplength,TRUE,TRUE,16048,2995964,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,7,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength1.xml,41,95025.55475,2,1,23,12,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,protect.budgetwatch_29.apk,config_FlowDroid_aplength7.xml,9,78083.64144,2,0,23,2,1,aplength,TRUE,TRUE,16048,2995964,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,7,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,nya.miku.wishmaster_54.apk,config_FlowDroid_pathalgosourcesonly.xml,4,603822.9489,3,2,82,1,1,pathalgo,TRUE,TRUE,15732,5364464,1,1,0.6,0.75,0.877777778,0.49375,0.632,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,nya.miku.wishmaster_54.apk,config_FlowDroid_aplength5.xml,9,569866.5597,3,2,82,3,1,aplength,TRUE,TRUE,15674,2949821,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,nya.miku.wishmaster_54.apk,config_FlowDroid_pathalgosourcesonly.xml,4,1550713.746,3,1,82,2,1,pathalgo,TRUE,TRUE,15732,5364464,1,1,0.6,0.75,0.877777778,0.49375,0.632,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,nya.miku.wishmaster_54.apk,config_FlowDroid_aplength5.xml,9,569866.5597,3,2,82,3,1,aplength,TRUE,TRUE,15674,2949821,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,protect.budgetwatch_29.apk,config_FlowDroid_pathalgocontextinsensitive.xml,5,84570.78383,2,0,23,1,1,pathalgo,TRUE,TRUE,15599,2994624,1,1,0.7,0.823529412,0.880434783,0.50625,0.642857143,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTINSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
